date, value,PE For month,Key,Avg P,Actual PE
1/28/11,1276.34,15.82,12011,1282.6185,15.74007232
1/31/11,1286.12,15.82,12011,1282.6185,15.86068118
2/1/11,1307.59,16.32,22011,1321.117895,16.15585684
2/2/11,1304.03,16.32,22011,1321.117895,16.11187145
2/3/11,1307.1,16.32,22011,1321.117895,16.14980267
2/4/11,1310.87,16.32,22011,1321.117895,16.1963827
2/7/11,1319.05,16.32,22011,1321.117895,16.29745024
2/8/11,1324.57,16.32,22011,1321.117895,16.3656523
2/9/11,1320.88,16.32,22011,1321.117895,16.3200607
2/10/11,1321.87,16.32,22011,1321.117895,16.3322926
2/11/11,1329.15,16.32,22011,1321.117895,16.42224024
2/14/11,1332.32,16.32,22011,1321.117895,16.461407
2/15/11,1328.01,16.32,22011,1321.117895,16.40815503
2/16/11,1336.32,16.32,22011,1321.117895,16.51082878
2/17/11,1340.43,16.32,22011,1321.117895,16.56160966
2/18/11,1343.01,16.32,22011,1321.117895,16.59348671
2/22/11,1315.44,16.32,22011,1321.117895,16.25284708
2/23/11,1307.4,16.32,22011,1321.117895,16.1535093
2/24/11,1306.1,16.32,22011,1321.117895,16.13744722
2/25/11,1319.88,16.32,22011,1321.117895,16.30770526
2/28/11,1327.22,16.32,22011,1321.117895,16.39839423
3/1/11,1306.33,16.31,32011,1304.486522,16.32894322
3/2/11,1308.44,16.31,32011,1304.486522,16.35531793
3/3/11,1330.97,16.31,32011,1304.486522,16.63693979
3/4/11,1321.15,16.31,32011,1304.486522,16.51419116
3/7/11,1310.13,16.31,32011,1304.486522,16.37644269
3/8/11,1321.82,16.31,32011,1304.486522,16.52256607
3/9/11,1320.02,16.31,32011,1304.486522,16.50006632
3/10/11,1295.11,16.31,32011,1304.486522,16.18869478
3/11/11,1304.28,16.31,32011,1304.486522,16.30331851
3/14/11,1296.39,16.31,32011,1304.486522,16.2046946
3/15/11,1281.87,16.31,32011,1304.486522,16.02319663
3/16/11,1256.88,16.31,32011,1304.486522,15.7108251
3/17/11,1273.72,16.31,32011,1304.486522,15.92132276
3/18/11,1279.21,16.31,32011,1304.486522,15.989947
3/21/11,1298.38,16.31,32011,1304.486522,16.22956933
3/22/11,1293.77,16.31,32011,1304.486522,16.17194497
3/23/11,1297.54,16.31,32011,1304.486522,16.21906944
3/24/11,1309.66,16.31,32011,1304.486522,16.37056776
3/25/11,1313.8,16.31,32011,1304.486522,16.42231718
3/28/11,1310.19,16.31,32011,1304.486522,16.37719268
3/29/11,1319.44,16.31,32011,1304.486522,16.4928164
3/30/11,1328.26,16.31,32011,1304.486522,16.60306517
3/31/11,1325.83,16.31,32011,1304.486522,16.57269051
4/1/11,1332.41,16.26,42011,1331.505,16.26965068
4/4/11,1332.87,16.26,42011,1331.505,16.2752676
4/5/11,1332.63,16.26,42011,1331.505,16.27233703
4/6/11,1335.54,16.26,42011,1331.505,16.30787015
4/7/11,1333.51,16.26,42011,1331.505,16.28308244
4/8/11,1328.17,16.26,42011,1331.505,16.21787734
4/11/11,1324.46,16.26,42011,1331.505,16.17257566
4/12/11,1314.16,16.26,42011,1331.505,16.04680551
4/13/11,1314.41,16.26,42011,1331.505,16.04985819
4/14/11,1314.52,16.26,42011,1331.505,16.05120136
4/15/11,1319.68,16.26,42011,1331.505,16.11420854
4/18/11,1305.14,16.26,42011,1331.505,15.93666505
4/19/11,1312.62,16.26,42011,1331.505,16.02800105
4/20/11,1330.36,16.26,42011,1331.505,16.24461876
4/21/11,1337.38,16.26,42011,1331.505,16.33033783
4/25/11,1335.25,16.26,42011,1331.505,16.30432905
4/26/11,1347.24,16.26,42011,1331.505,16.45073527
4/27/11,1355.66,16.26,42011,1331.505,16.55354931
4/28/11,1360.48,16.26,42011,1331.505,16.61240486
4/29/11,1363.61,16.26,42011,1331.505,16.65062433
5/2/11,1361.22,16.04,52011,1338.310476,16.31366121
5/3/11,1356.62,16.04,52011,1338.310476,16.2585321
5/4/11,1347.32,16.04,52011,1338.310476,16.14707543
5/5/11,1335.1,16.04,52011,1338.310476,16.00062376
5/6/11,1340.2,16.04,52011,1338.310476,16.06174516
5/9/11,1346.29,16.04,52011,1338.310476,16.13473131
5/10/11,1357.16,16.04,52011,1338.310476,16.26500378
5/11/11,1342.08,16.04,52011,1338.310476,16.08427619
5/12/11,1348.65,16.04,52011,1338.310476,16.16301494
5/13/11,1337.77,16.04,52011,1338.310476,16.03262262
5/16/11,1329.47,16.04,52011,1338.310476,15.93315053
5/17/11,1328.98,16.04,52011,1338.310476,15.92727808
5/18/11,1340.68,16.04,52011,1338.310476,16.06749777
5/19/11,1343.6,16.04,52011,1338.310476,16.10249276
5/20/11,1333.27,16.04,52011,1338.310476,15.97869197
5/23/11,1317.37,16.04,52011,1338.310476,15.78813702
5/24/11,1316.28,16.04,52011,1338.310476,15.77507381
5/25/11,1320.47,16.04,52011,1338.310476,15.82528924
5/26/11,1325.69,16.04,52011,1338.310476,15.88784879
5/27/11,1331.1,16.04,52011,1338.310476,15.95268541
5/31/11,1345.2,16.04,52011,1338.310476,16.12166811
6/1/11,1314.55,15.75,62011,1287.288636,16.07976493
6/2/11,1312.94,15.75,62011,1287.288636,16.06007117
6/3/11,1300.16,15.75,62011,1287.288636,15.90374437
6/6/11,1286.17,15.75,62011,1287.288636,15.73261668
6/7/11,1284.94,15.75,62011,1287.288636,15.71757114
6/8/11,1279.56,15.75,62011,1287.288636,15.65176221
6/9/11,1289,15.75,62011,1287.288636,15.76723365
6/10/11,1270.98,15.75,62011,1287.288636,15.54681041
6/13/11,1271.83,15.75,62011,1287.288636,15.55720773
6/14/11,1287.87,15.75,62011,1287.288636,15.75341132
6/15/11,1265.42,15.75,62011,1287.288636,15.47879969
6/16/11,1267.64,15.75,62011,1287.288636,15.50595505
6/17/11,1271.5,15.75,62011,1287.288636,15.55317113
6/20/11,1278.36,15.75,62011,1287.288636,15.63708363
6/21/11,1295.52,15.75,62011,1287.288636,15.84698723
6/22/11,1287.14,15.75,62011,1287.288636,15.74448186
6/23/11,1283.5,15.75,62011,1287.288636,15.69995685
6/24/11,1268.45,15.75,62011,1287.288636,15.51586309
6/27/11,1280.1,15.75,62011,1287.288636,15.65836756
6/28/11,1296.67,15.75,62011,1287.288636,15.86105419
6/29/11,1307.41,15.75,62011,1287.288636,15.99242742
6/30/11,1320.64,15.75,62011,1287.288636,16.15425868
7/1/11,1339.67,14.86,72011,1325.1845,15.01960302
7/5/11,1337.88,14.86,72011,1325.1845,14.99953458
7/6/11,1339.22,14.86,72011,1325.1845,15.01455789
7/7/11,1353.22,14.86,72011,1325.1845,15.17151777
7/8/11,1343.8,14.86,72011,1325.1845,15.06590619
7/11/11,1319.49,14.86,72011,1325.1845,14.79335657
7/12/11,1313.64,14.86,72011,1325.1845,14.72776976
7/13/11,1317.72,14.86,72011,1325.1845,14.77351236
7/14/11,1308.87,14.86,72011,1325.1845,14.67429129
7/15/11,1316.14,14.86,72011,1325.1845,14.75579831
7/18/11,1305.44,14.86,72011,1325.1845,14.63583612
7/19/11,1326.73,14.86,72011,1325.1845,14.87452725
7/20/11,1325.84,14.86,72011,1325.1845,14.86454909
7/21/11,1343.8,14.86,72011,1325.1845,15.06590619
7/22/11,1345.02,14.86,72011,1325.1845,15.07958412
7/25/11,1337.43,14.86,72011,1325.1845,14.99448944
7/26/11,1331.94,14.86,72011,1325.1845,14.93293875
7/27/11,1304.89,14.86,72011,1325.1845,14.62966984
7/28/11,1300.67,14.86,72011,1325.1845,14.58235764
7/29/11,1292.28,14.86,72011,1325.1845,14.48829383
8/1/11,1286.94,14.01,82011,1185.305652,15.21509128
8/2/11,1254.05,14.01,82011,1185.305652,14.82624304
8/3/11,1260.34,14.01,82011,1185.305652,14.90060775
8/4/11,1200.07,14.01,82011,1185.305652,14.18805429
8/5/11,1199.38,14.01,82011,1185.305652,14.17989664
8/8/11,1119.46,14.01,82011,1185.305652,13.23502734
8/9/11,1172.53,14.01,82011,1185.305652,13.86245744
8/10/11,1120.76,14.01,82011,1185.305652,13.25039683
8/11/11,1172.64,14.01,82011,1185.305652,13.86375793
8/12/11,1178.81,14.01,82011,1185.305652,13.93670393
8/15/11,1204.49,14.01,82011,1185.305652,14.24031058
8/16/11,1192.76,14.01,82011,1185.305652,14.10163044
8/17/11,1193.89,14.01,82011,1185.305652,14.11499007
8/18/11,1140.65,14.01,82011,1185.305652,13.48555012
8/19/11,1123.53,14.01,82011,1185.305652,13.28314568
8/22/11,1123.82,14.01,82011,1185.305652,13.28657426
8/23/11,1162.35,14.01,82011,1185.305652,13.74210247
8/24/11,1177.6,14.01,82011,1185.305652,13.92239847
8/25/11,1159.27,14.01,82011,1185.305652,13.70568858
8/26/11,1176.8,14.01,82011,1185.305652,13.91294032
8/29/11,1210.08,14.01,82011,1185.305652,14.30639941
8/30/11,1212.92,14.01,82011,1185.305652,14.33997584
8/31/11,1218.89,14.01,82011,1185.305652,14.4105573
9/1/11,1204.42,13.01,92011,1173.879048,13.3462255
9/2/11,1173.97,13.01,92011,1173.879048,13.00880785
9/6/11,1165.24,13.01,92011,1173.879048,12.91207037
9/7/11,1198.62,13.01,92011,1173.879048,13.28195547
9/8/11,1185.9,13.01,92011,1173.879048,13.14100465
9/9/11,1154.23,13.01,92011,1173.879048,12.79006813
9/12/11,1162.27,13.01,92011,1173.879048,12.87915969
9/13/11,1172.87,13.01,92011,1173.879048,12.9966187
9/14/11,1188.68,13.01,92011,1173.879048,13.17180994
9/15/11,1209.11,13.01,92011,1173.879048,13.39819557
9/16/11,1216.01,13.01,92011,1173.879048,13.47465474
9/19/11,1204.09,13.01,92011,1173.879048,13.34256875
9/20/11,1202.09,13.01,92011,1173.879048,13.32040668
9/21/11,1166.76,13.01,92011,1173.879048,12.92891355
9/22/11,1129.56,13.01,92011,1173.879048,12.51669889
9/23/11,1136.43,13.01,92011,1173.879048,12.59282563
9/26/11,1162.95,13.01,92011,1173.879048,12.88669479
9/27/11,1175.38,13.01,92011,1173.879048,13.02443211
9/28/11,1151.06,13.01,92011,1173.879048,12.75494123
9/29/11,1160.4,13.01,92011,1173.879048,12.85843814
9/30/11,1131.42,13.01,92011,1173.879048,12.53730962
10/3/11,1099.23,14.41,102011,1207.21619,13.12465932
10/4/11,1123.95,14.41,102011,1207.21619,13.41981281
10/5/11,1144.03,14.41,102011,1207.21619,13.65956533
10/6/11,1164.97,14.41,102011,1207.21619,13.90958613
10/7/11,1155.46,14.41,102011,1207.21619,13.796038
10/10/11,1194.89,14.41,102011,1207.21619,14.26682693
10/11/11,1195.54,14.41,102011,1207.21619,14.27458785
10/12/11,1207.25,14.41,102011,1207.21619,14.41440368
10/13/11,1203.66,14.41,102011,1207.21619,14.37153956
10/14/11,1224.58,14.41,102011,1207.21619,14.62132157
10/17/11,1200.86,14.41,102011,1207.21619,14.33810794
10/18/11,1225.38,14.41,102011,1207.21619,14.63087346
10/19/11,1209.88,14.41,102011,1207.21619,14.44580553
10/20/11,1215.39,14.41,102011,1207.21619,14.51159419
10/21/11,1238.25,14.41,102011,1207.21619,14.78453954
10/24/11,1254.19,14.41,102011,1207.21619,14.97486101
10/25/11,1229.05,14.41,102011,1207.21619,14.67469277
10/26/11,1242,14.41,102011,1207.21619,14.82931404
10/27/11,1284.59,14.41,102011,1207.21619,15.33783295
10/28/11,1285.09,14.41,102011,1207.21619,15.34380288
10/31/11,1253.3,14.41,102011,1207.21619,14.96423453
11/1/11,1218.28,14.34,112011,1226.414762,14.24597604
11/2/11,1237.9,14.34,112011,1226.414762,14.47540281
11/3/11,1261.15,14.34,112011,1226.414762,14.74727704
11/4/11,1253.23,14.34,112011,1226.414762,14.6546644
11/7/11,1261.12,14.34,112011,1226.414762,14.74692624
11/8/11,1275.92,14.34,112011,1226.414762,14.91999027
11/9/11,1229.1,14.34,112011,1226.414762,14.37249987
11/10/11,1239.7,14.34,112011,1226.414762,14.49645114
11/11/11,1263.85,14.34,112011,1226.414762,14.77884954
11/14/11,1251.78,14.34,112011,1226.414762,14.6377088
11/15/11,1257.81,14.34,112011,1226.414762,14.7082207
11/16/11,1236.91,14.34,112011,1226.414762,14.46382623
11/17/11,1216.13,14.34,112011,1226.414762,14.22083498
11/18/11,1215.65,14.34,112011,1226.414762,14.21522209
11/21/11,1192.98,14.34,112011,1226.414762,13.95013009
11/22/11,1188.04,14.34,112011,1226.414762,13.89236413
11/23/11,1161.79,14.34,112011,1226.414762,13.58540935
11/25/11,1158.67,14.34,112011,1226.414762,13.54892558
11/28/11,1192.55,14.34,112011,1226.414762,13.94510188
11/29/11,1195.19,14.34,112011,1226.414762,13.97597276
11/30/11,1246.96,14.34,112011,1226.414762,14.58134606
12/1/11,1244.58,14.46,122011,1243.322857,14.47812427
12/2/11,1244.28,14.46,122011,1243.322857,14.47463439
12/5/11,1257.08,14.46,122011,1243.322857,14.62353602
12/6/11,1258.47,14.46,122011,1243.322857,14.6397058
12/7/11,1261.01,14.46,122011,1243.322857,14.66925347
12/8/11,1234.35,14.46,122011,1243.322857,14.35911929
12/9/11,1255.19,14.46,122011,1243.322857,14.60154976
12/12/11,1236.47,14.46,122011,1243.322857,14.38378113
12/13/11,1225.73,14.46,122011,1243.322857,14.25884335
12/14/11,1211.82,14.46,122011,1243.322857,14.09702916
12/15/11,1215.75,14.46,122011,1243.322857,14.14274661
12/16/11,1219.66,14.46,122011,1243.322857,14.18823141
12/19/11,1205.35,14.46,122011,1243.322857,14.02176404
12/20/11,1241.3,14.46,122011,1243.322857,14.43996822
12/21/11,1243.72,14.46,122011,1243.322857,14.46811994
12/22/11,1254,14.46,122011,1243.322857,14.58770656
12/23/11,1265.33,14.46,122011,1243.322857,14.71950777
12/27/11,1265.43,14.46,122011,1243.322857,14.72067106
12/28/11,1249.64,14.46,122011,1243.322857,14.53698694
12/29/11,1263.02,14.46,122011,1243.322857,14.69263568
12/30/11,1257.6,14.46,122011,1243.322857,14.62958514
1/3/12,1277.06,14.82,12012,1300.578,14.55476332
1/4/12,1277.3,14.82,12012,1300.578,14.55749862
1/5/12,1281.06,14.82,12012,1300.578,14.60035167
1/6/12,1277.81,14.82,12012,1300.578,14.56331113
1/9/12,1280.7,14.82,12012,1300.578,14.59624871
1/10/12,1292.08,14.82,12012,1300.578,14.72594756
1/11/12,1292.48,14.82,12012,1300.578,14.73050639
1/12/12,1295.5,14.82,12012,1300.578,14.76492559
1/13/12,1289.09,14.82,12012,1300.578,14.69187027
1/17/12,1293.67,14.82,12012,1300.578,14.74406893
1/18/12,1308.04,14.82,12012,1300.578,14.90784506
1/19/12,1314.5,14.82,12012,1300.578,14.98147024
1/20/12,1315.38,14.82,12012,1300.578,14.99149967
1/23/12,1316,14.82,12012,1300.578,14.99856587
1/24/12,1314.65,14.82,12012,1300.578,14.9831798
1/25/12,1326.06,14.82,12012,1300.578,15.11322056
1/26/12,1318.43,14.82,12012,1300.578,15.02626079
1/27/12,1316.33,14.82,12012,1300.578,15.00232691
1/30/12,1313.01,14.82,12012,1300.578,14.96448858
1/31/12,1312.41,14.82,12012,1300.578,14.95765033
2/1/12,1324.09,15.42,22012,1352.4875,15.10054163
2/2/12,1325.54,15.42,22012,1352.4875,15.11707811
2/3/12,1344.9,15.42,22012,1352.4875,15.3378686
2/6/12,1344.33,15.42,22012,1352.4875,15.33136805
2/7/12,1347.05,15.42,22012,1352.4875,15.36238821
2/8/12,1349.96,15.42,22012,1352.4875,15.39557521
2/9/12,1351.95,15.42,22012,1352.4875,15.4182701
2/10/12,1342.64,15.42,22012,1352.4875,15.3120945
2/13/12,1351.77,15.42,22012,1352.4875,15.41621729
2/14/12,1350.5,15.42,22012,1352.4875,15.40173362
2/15/12,1343.23,15.42,22012,1352.4875,15.31882314
2/16/12,1358.04,15.42,22012,1352.4875,15.48772331
2/17/12,1361.23,15.42,22012,1352.4875,15.52410356
2/21/12,1362.21,15.42,22012,1352.4875,15.53527994
2/22/12,1357.66,15.42,22012,1352.4875,15.48338961
2/23/12,1363.46,15.42,22012,1352.4875,15.54953552
2/24/12,1365.74,15.42,22012,1352.4875,15.57553771
2/27/12,1367.59,15.42,22012,1352.4875,15.59663597
2/28/12,1372.18,15.42,22012,1352.4875,15.64898248
2/29/12,1365.68,15.42,22012,1352.4875,15.57485344
3/1/12,1374.09,15.91,32012,1389.24,15.73422266
3/2/12,1369.63,15.91,32012,1389.24,15.68315277
3/5/12,1364.33,15.91,32012,1389.24,15.62246433
3/6/12,1343.36,15.91,32012,1389.24,15.38234421
3/7/12,1352.63,15.91,32012,1389.24,15.48849173
3/8/12,1365.91,15.91,32012,1389.24,15.64055635
3/9/12,1370.87,15.91,32012,1389.24,15.69735157
3/12/12,1371.09,15.91,32012,1389.24,15.69987072
3/13/12,1395.95,15.91,32012,1389.24,15.98453386
3/14/12,1394.28,15.91,32012,1389.24,15.96541127
3/15/12,1402.6,15.91,32012,1389.24,16.06068067
3/16/12,1404.17,15.91,32012,1389.24,16.07865819
3/19/12,1409.75,15.91,32012,1389.24,16.14255282
3/20/12,1405.52,15.91,32012,1389.24,16.09411657
3/21/12,1402.89,15.91,32012,1389.24,16.06400136
3/22/12,1392.78,15.91,32012,1389.24,15.9482353
3/23/12,1397.11,15.91,32012,1389.24,15.99781661
3/26/12,1416.51,15.91,32012,1389.24,16.21995921
3/27/12,1412.52,15.91,32012,1389.24,16.17427112
3/28/12,1405.54,15.91,32012,1389.24,16.09434558
3/29/12,1403.28,15.91,32012,1389.24,16.06846712
3/30/12,1408.47,15.91,32012,1389.24,16.12789599
4/2/12,1419.04,15.9,42012,1386.429,16.27378841
4/3/12,1413.38,15.9,42012,1386.429,16.20887858
4/4/12,1398.96,15.9,42012,1386.429,16.04350761
4/5/12,1398.08,15.9,42012,1386.429,16.03341562
4/9/12,1382.2,15.9,42012,1386.429,15.85130112
4/10/12,1358.59,15.9,42012,1386.429,15.58053768
4/11/12,1368.71,15.9,42012,1386.429,15.69659554
4/12/12,1387.57,15.9,42012,1386.429,15.91288518
4/13/12,1370.26,15.9,42012,1386.429,15.7143712
4/16/12,1369.57,15.9,42012,1386.429,15.70645816
4/17/12,1390.78,15.9,42012,1386.429,15.949698
4/18/12,1385.14,15.9,42012,1386.429,15.88501753
4/19/12,1376.92,15.9,42012,1386.429,15.7907492
4/20/12,1378.53,15.9,42012,1386.429,15.80921294
4/23/12,1366.94,15.9,42012,1386.429,15.67629688
4/24/12,1371.97,15.9,42012,1386.429,15.73398177
4/25/12,1390.69,15.9,42012,1386.429,15.94866586
4/26/12,1399.98,15.9,42012,1386.429,16.05520514
4/27/12,1403.36,15.9,42012,1386.429,16.09396754
4/30/12,1397.91,15.9,42012,1386.429,16.03146603
5/1/12,1405.82,14.9,52012,1341.272727,15.62092415
5/2/12,1402.31,14.9,52012,1341.272727,15.5819224
5/3/12,1391.57,14.9,52012,1341.272727,15.4625837
5/4/12,1369.1,14.9,52012,1341.272727,15.21290581
5/7/12,1369.58,14.9,52012,1341.272727,15.21823939
5/8/12,1363.72,14.9,52012,1341.272727,15.15312535
5/9/12,1354.58,14.9,52012,1341.272727,15.05156523
5/10/12,1357.99,14.9,52012,1341.272727,15.08945582
5/11/12,1353.39,14.9,52012,1341.272727,15.03834241
5/14/12,1338.35,14.9,52012,1341.272727,14.87122379
5/15/12,1330.66,14.9,52012,1341.272727,14.78577551
5/16/12,1324.8,14.9,52012,1341.272727,14.72066147
5/17/12,1304.86,14.9,52012,1341.272727,14.49909596
5/18/12,1295.22,14.9,52012,1341.272727,14.39198004
5/21/12,1315.99,14.9,52012,1341.272727,14.62276818
5/22/12,1316.63,14.9,52012,1341.272727,14.62987962
5/23/12,1318.86,14.9,52012,1341.272727,14.65465851
5/24/12,1320.68,14.9,52012,1341.272727,14.67488164
5/25/12,1317.82,14.9,52012,1341.272727,14.64310243
5/29/12,1332.42,14.9,52012,1341.272727,14.80533194
5/30/12,1313.32,14.9,52012,1341.272727,14.59310018
5/31/12,1310.33,14.9,52012,1341.272727,14.55987647
6/1/12,1278.04,15.49,62012,1323.484286,14.96121227
6/4/12,1278.18,15.49,62012,1323.484286,14.96285116
6/5/12,1285.5,15.49,62012,1323.484286,15.0485418
6/6/12,1315.13,15.49,62012,1323.484286,15.39540162
6/7/12,1314.99,15.49,62012,1323.484286,15.39376273
6/8/12,1325.66,15.49,62012,1323.484286,15.51866972
6/11/12,1308.93,15.49,62012,1323.484286,15.32282211
6/12/12,1324.18,15.49,62012,1323.484286,15.50134429
6/13/12,1314.88,15.49,62012,1323.484286,15.39247503
6/14/12,1329.1,15.49,62012,1323.484286,15.55893964
6/15/12,1342.84,15.49,62012,1323.484286,15.7197852
6/18/12,1344.78,15.49,62012,1323.484286,15.74249556
6/19/12,1357.98,15.49,62012,1323.484286,15.89701968
6/20/12,1355.69,15.49,62012,1323.484286,15.87021209
6/21/12,1325.51,15.49,62012,1323.484286,15.51691377
6/22/12,1335.02,15.49,62012,1323.484286,15.62824137
6/25/12,1313.72,15.49,62012,1323.484286,15.37889563
6/26/12,1319.99,15.49,62012,1323.484286,15.45229459
6/27/12,1331.85,15.49,62012,1323.484286,15.59113217
6/28/12,1329.04,15.49,62012,1323.484286,15.55823726
6/29/12,1362.16,15.49,62012,1323.484286,15.94595232
7/2/12,1365.51,15.95,72012,1359.77619,16.01313956
7/3/12,1374.02,15.95,72012,1359.77619,16.11293511
7/5/12,1367.58,15.95,72012,1359.77619,16.03741415
7/6/12,1354.68,15.95,72012,1359.77619,15.88613771
7/9/12,1352.46,15.95,72012,1359.77619,15.86010409
7/10/12,1341.47,15.95,72012,1359.77619,15.73122593
7/11/12,1341.45,15.95,72012,1359.77619,15.7309914
7/12/12,1334.76,15.95,72012,1359.77619,15.65253873
7/13/12,1356.78,15.95,72012,1359.77619,15.9107641
7/16/12,1353.64,15.95,72012,1359.77619,15.87394178
7/17/12,1363.67,15.95,72012,1359.77619,15.99156214
7/18/12,1372.78,15.95,72012,1359.77619,16.09839381
7/19/12,1376.51,15.95,72012,1359.77619,16.14213498
7/20/12,1362.66,15.95,72012,1359.77619,15.97971802
7/23/12,1350.52,15.95,72012,1359.77619,15.83735398
7/24/12,1338.31,15.95,72012,1359.77619,15.69416907
7/25/12,1337.89,15.95,72012,1359.77619,15.68924379
7/26/12,1360.02,15.95,72012,1359.77619,15.94875912
7/27/12,1385.97,15.95,72012,1359.77619,16.25307104
7/30/12,1385.3,15.95,72012,1359.77619,16.24521405
7/31/12,1379.32,15.95,72012,1359.77619,16.17508745
8/1/12,1375.32,16.26,82012,1403.448261,15.93509297
8/2/12,1365,16.26,82012,1403.448261,15.81552068
8/3/12,1390.99,16.26,82012,1403.448261,16.11665283
8/6/12,1394.23,16.26,82012,1403.448261,16.15419297
8/7/12,1401.35,16.26,82012,1403.448261,16.23668858
8/8/12,1402.22,16.26,82012,1403.448261,16.2467688
8/9/12,1402.8,16.26,82012,1403.448261,16.25348895
8/10/12,1405.87,16.26,82012,1403.448261,16.28905939
8/13/12,1404.11,16.26,82012,1403.448261,16.26866722
8/14/12,1403.93,16.26,82012,1403.448261,16.26658165
8/15/12,1405.53,16.26,82012,1403.448261,16.28511999
8/16/12,1415.51,16.26,82012,1403.448261,16.40075288
8/17/12,1418.16,16.26,82012,1403.448261,16.43145701
8/20/12,1418.13,16.26,82012,1403.448261,16.43110941
8/21/12,1413.17,16.26,82012,1403.448261,16.37364056
8/22/12,1413.49,16.26,82012,1403.448261,16.37734823
8/23/12,1402.08,16.26,82012,1403.448261,16.2451467
8/24/12,1411.13,16.26,82012,1403.448261,16.35000418
8/27/12,1410.44,16.26,82012,1403.448261,16.34200952
8/28/12,1409.3,16.26,82012,1403.448261,16.32880095
8/29/12,1410.49,16.26,82012,1403.448261,16.34258884
8/30/12,1399.48,16.26,82012,1403.448261,16.2150219
8/31/12,1406.58,16.26,82012,1403.448261,16.29728578
9/4/12,1404.94,16.66,92012,1443.419474,16.21109914
9/5/12,1403.44,16.66,92012,1443.419474,16.19379118
9/6/12,1432.12,16.66,92012,1443.419474,16.52471942
9/7/12,1437.92,16.66,92012,1443.419474,16.59164354
9/10/12,1429.08,16.66,92012,1443.419474,16.48964195
9/11/12,1433.56,16.66,92012,1443.419474,16.54133507
9/12/12,1436.56,16.66,92012,1443.419474,16.57595099
9/13/12,1459.99,16.66,92012,1443.419474,16.84630136
9/14/12,1465.77,16.66,92012,1443.419474,16.91299471
9/17/12,1461.19,16.66,92012,1443.419474,16.86014773
9/18/12,1459.32,16.66,92012,1443.419474,16.83857047
9/19/12,1461.05,16.66,92012,1443.419474,16.85853232
9/20/12,1460.26,16.66,92012,1443.419474,16.8494168
9/21/12,1460.15,16.66,92012,1443.419474,16.84814755
9/24/12,1456.89,16.66,92012,1443.419474,16.81053158
9/25/12,1441.59,16.66,92012,1443.419474,16.63399036
9/26/12,1433.32,16.66,92012,1443.419474,16.53856579
9/27/12,1447.15,16.66,92012,1443.419474,16.69814521
9/28/12,1440.67,16.66,92012,1443.419474,16.62337481
10/1/12,1444.49,16.32,102012,1435.566522,16.42516808
10/2/12,1445.75,16.32,102012,1435.566522,16.43949543
10/3/12,1450.99,16.32,102012,1435.566522,16.49907901
10/4/12,1461.4,16.32,102012,1435.566522,16.6174502
10/5/12,1460.93,16.32,102012,1435.566522,16.61210587
10/8/12,1455.88,16.32,102012,1435.566522,16.55468277
10/9/12,1441.48,16.32,102012,1435.566522,16.39094164
10/10/12,1432.56,16.32,102012,1435.566522,16.28951311
10/11/12,1432.84,16.32,102012,1435.566522,16.29269696
10/12/12,1428.59,16.32,102012,1435.566522,16.24437059
10/15/12,1440.13,16.32,102012,1435.566522,16.37559091
10/16/12,1454.92,16.32,102012,1435.566522,16.54376669
10/17/12,1460.91,16.32,102012,1435.566522,16.61187845
10/18/12,1457.34,16.32,102012,1435.566522,16.5712843
10/19/12,1433.19,16.32,102012,1435.566522,16.29667678
10/22/12,1433.82,16.32,102012,1435.566522,16.30384046
10/23/12,1413.11,16.32,102012,1435.566522,16.06834888
10/24/12,1408.75,16.32,102012,1435.566522,16.0187717
10/25/12,1412.97,16.32,102012,1435.566522,16.06675695
10/26/12,1411.94,16.32,102012,1435.566522,16.05504491
10/29/12,1411.94,16.32,102012,1435.566522,16.05504491
10/30/12,1411.94,16.32,102012,1435.566522,16.05504491
10/31/12,1412.16,16.32,102012,1435.566522,16.05754651
11/1/12,1427.59,16.37,112012,1394.512381,16.75839625
11/2/12,1414.2,16.37,112012,1394.512381,16.60121182
11/5/12,1417.26,16.37,112012,1394.512381,16.63713298
11/6/12,1428.39,16.37,112012,1394.512381,16.76778741
11/7/12,1394.53,16.37,112012,1394.512381,16.37030683
11/8/12,1377.51,16.37,112012,1394.512381,16.17051004
11/9/12,1379.85,16.37,112012,1394.512381,16.19797916
11/12/12,1380.03,16.37,112012,1394.512381,16.20009217
11/13/12,1374.53,16.37,112012,1394.512381,16.13552799
11/14/12,1355.49,16.37,112012,1394.512381,15.91201853
11/15/12,1353.33,16.37,112012,1394.512381,15.88666242
11/16/12,1359.88,16.37,112012,1394.512381,15.96355249
11/19/12,1386.89,16.37,112012,1394.512381,16.28062131
11/20/12,1387.81,16.37,112012,1394.512381,16.29142114
11/21/12,1391.03,16.37,112012,1394.512381,16.32922053
11/23/12,1409.15,16.37,112012,1394.512381,16.54193016
11/26/12,1406.29,16.37,112012,1394.512381,16.50835679
11/27/12,1398.94,16.37,112012,1394.512381,16.42207556
11/28/12,1409.93,16.37,112012,1394.512381,16.55108654
11/29/12,1415.95,16.37,112012,1394.512381,16.62175497
11/30/12,1416.18,16.37,112012,1394.512381,16.62445492
12/3/12,1409.46,16.49,122012,1422.2855,16.33713883
12/4/12,1407.05,16.49,122012,1422.2855,16.30920437
12/5/12,1409.28,16.49,122012,1422.2855,16.33505244
